id,feature_type,created_at,updated_at,name,description,state_name,releases,parent_id,parent_name,owner_name,tags,start_date,end_date,teams,Marketer,Product Manager,Developer,"",Business impact,User benefits,AB Tasty,Optimizely,Launchdarkly,VWO,Statsig,Eppo,Adobe Target,Split,Product Spec,Development,Design Assets,Effort in sprints,Strategic objective,React / Native 🔵,Flutter 🔵,Android 🔵,Go 🔴,Python 🔴,Node JS 🔴,PHP 🔴,C# 🔴,Java 🔴,JS/TS 🔵,iOS 🔵,Ruby 🔴,Released with Feature Flag,Adoption flow done,User testing done,Squad,=,% of users who tried after 2 weeks,Total effort in sprints,Main justification,Benefit Score,Ratio Benefits / Effort,Customers can self-onboard with our A/B testing platform priority,Customers can self-onboard with our A/B testing platform value,Address critical user pain points (cleaning) priority,Address critical user pain points (cleaning) value,Increase user engagement priority,Increase user engagement value,Build a very first MVP on Product Recommendation priority,Build a very first MVP on Product Recommendation value,Developers can install and operate Kameleoon without any external support priority,Developers can install and operate Kameleoon without any external support value,Demonstrate product/market fit for Feature Management priority,Demonstrate product/market fit for Feature Management value,Tech re-architecturing of our machine learning algorithms priority,Tech re-architecturing of our machine learning algorithms value,Add new ways of analyzing campaigns data priority,Add new ways of analyzing campaigns data value,Improve the success rate of our data existing solutions priority,Improve the success rate of our data existing solutions value,Make our existing AI solution usable in self mode by our customers priority,Make our existing AI solution usable in self mode by our customers value,Continue major tech-debt re-platforming effort priority,Continue major tech-debt re-platforming effort value,Provide the testing infrastructure to allow all squads to test and ship new features priority,Provide the testing infrastructure to allow all squads to test and ship new features value,Release with a minimal user impact priority,Release with a minimal user impact value,Increase developers engagement priority,Increase developers engagement value,Ensure our product is stable as it scales and we stretch our product lines priority,Ensure our product is stable as it scales and we stretch our product lines value, priority, value,#1  - Frictionless experience priority,#1  - Frictionless experience value,#2 - Needs of mature XP teams priority,#2 - Needs of mature XP teams value,#3 - AI-Innovation priority,#3 - AI-Innovation value,Finish all LOT 1 Capabilities priority,Finish all LOT 1 Capabilities value,Liliia: Ratio metrics priority,Liliia: Ratio metrics value,Alisher : Data query + missing stats. methods priority,Alisher : Data query + missing stats. methods value,Goal Metadata priority,Goal Metadata value,RP Satisfaction = Fix RP Design inconsistencies + Feedback priority,RP Satisfaction = Fix RP Design inconsistencies + Feedback value,Migrate Users RP: RP LOT 2: Add views and Comments priority,Migrate Users RP: RP LOT 2: Add views and Comments value,CSV File Widget priority,CSV File Widget value,Goal improvements with Graphic editor priority,Goal improvements with Graphic editor value,Live Events priority,Live Events value,Global alerts priority,Global alerts value,Opportunities in Alerts / AI Assist priority,Opportunities in Alerts / AI Assist value,Pre-built  segments: priority,Pre-built  segments: value,Statistical capabilities priority,Statistical capabilities value,Widget Studio in RP priority,Widget Studio in RP value,Statistical capabilities priority,Statistical capabilities value,Designer,SDK checklist
9339195,feature,2021-09-08 11:06:35 UTC,2023-05-25 13:45:04 UTC,Guided Onboarding Experience,Guide and educate our users to key features of the FME v2 product \(using Appcues\)\. <p></p> [Embedded content](https://miro.com/app/live-embed/uXjVMegOjGw=/?embedMode=view_only_without_ui) <p></p> <p></p> <p></p> ,Released,,9564875,Feature Management & Experimentation (FM&E),Frederic DE TODARO,🙂 FF/SDK Squad,2023-02-25,2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339222,feature,2021-09-08 11:09:08 UTC,2023-11-10 17:04:54 UTC,Free developer package,"# 💁‍♂️ Problem/Context ## **Description** Provides (as our competitors do) limiting package for developers who want to trial / use Kameleoon Feature flags + code editor for web ## Workaround No ## **Project justification** **Project type** New product concept or workflow **Justification** Apparently, our competitors do it. # 💡 Solution **Package** NA **Scope** NA **User roles** Technical **Design** NA # 🎯 **Measuring Success** **Goal 1** Involving more developers into experiencing the app. **Success metric** Number of people using the free package. <p></p> --- <p></p> # 📄 Attached documents **Figma file**: optional (paste link) **Spec file**: optional (paste link) **Redmine ticket**: mandatory (paste link)",New idea,,9564955,Other,Frederic DE TODARO,"🙂 Dev Tools Squad, 🙂 FF/SDK Squad",,,,,,,,80,100,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,Squad FM&E,,,,,90,18,,,,,,,,,2,100,,,,,,,,,,,,,,,,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339336,feature,2021-09-08 11:18:45 UTC,2023-11-10 17:04:17 UTC,Real-time update Listener,Allows our customer to subscribe to listener to have real-time updates of SDK / Experiment / Feature Flag configuration <p></p>,Rejected,,9564955,Other,Frederic DE TODARO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339396,feature,2021-09-08 11:23:43 UTC,2023-11-10 17:01:22 UTC,Data bridge for FM&E,"Allow to use segments for external tools such as Mixpanel, GA, Segment.. from SDK-based experiments and Feature Flags.",Released,,9564899,Specific developer tools,Tribe Developer,🙂 FF/SDK Squad,2022-03-25,2022-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339413,feature,2021-09-08 11:25:47 UTC,2022-05-05 13:18:06 UTC,Timeline for Feature Flags & Experimentation,Step by step adding new events to the timeline.  Addition of Events related to the Full-Stack offer in the Timeline Access to a timeline of events dedicated to feature flagging  <p></p>,Planned,,9564875,Feature Management & Experimentation (FM&E),Frederic DE TODARO,🙂 FF/SDK Squad,2022-07-01,2022-12-31,,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339432,feature,2021-09-08 11:28:00 UTC,2023-10-13 04:14:48 UTC,Feature Flag : Alerts (KPI based),Allow to create alerts for Feature Flags based on KPI rules to help our customers:  - rollback Features which have an impact on business KPIs or app performance - be reminded about the activation of a planned event  ,New idea,,9564875,Feature Management & Experimentation (FM&E),Frederic DE TODARO,🙂 FF/SDK Squad,2022-10-01,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339457,feature,2021-09-08 11:30:05 UTC,2023-10-13 04:14:49 UTC,Simple adaptation of our report page to Feature Flag,Remove everything related to web experiments from our Reporting page.,New idea,,9564875,Feature Management & Experimentation (FM&E),Frederic DE TODARO,🙂 FF/SDK Squad,2022-07-01,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339490,feature,2021-09-08 11:32:28 UTC,2021-12-20 13:55:14 UTC,New experiment creation flow,"Adapt our existing popin to create an experiment with the right wording for all kind of use cases: Graphic based experiment (A/B/n or MVT), code based experiment, SDK based experiment (server-side, client-side or app SDK)",Released,,9564798,Common APP pages,Tribe Marketers,🙂 Interface squad,2021-12-01,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9342110,feature,2021-09-08 14:01:48 UTC,2022-11-07 10:45:04 UTC,Product recommendation solution more integrated to Kameleoon,"Quick adaptation of the look and feel of the Rees Back-office dashboard to Kameleoon's graphical charter. <p></p> - Sidebar color will be updated (see attached) - Font will be updated, but they can set only 1 font in the platform for all elements =\> Change for Roboto - 'Search engine' can't be removed, because it's hard coded and depends on the WL platform configuration.  - Auto login from Kam app - Addition of  a ""recommandation"" section in the menu (for users who subscribed to Recommendation module only) <p></p>",Released,(Releases) August 22,9564712,Product recommendation,Tribe Marketers,"external, 🙂 Perso Squad",2021-11-01,2022-10-10,,,,,,20,20,,,,,,,,,Completed,In progress,Completed,0.5,,,,,,,,,,,,,,,,,Squad Perso,,,,,20,40,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9511260,feature,2021-09-21 08:47:21 UTC,2022-02-18 15:46:34 UTC,SSO : Migration,"",Released,,9564664,Technical / Infrastructure,Tribe Developer,🙂 Dev Tools Squad,2021-12-01,2022-02-28,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511303,feature,2021-09-21 08:49:41 UTC,2022-04-11 15:32:10 UTC,Oauth Page / Automation API Credentials,"Currently, you should ask your Kameleoon Customer Account Manager to provide you with client_id and client_secret. These credentials are associated with a Kameleoon account (ie, email adress) and will be able to use the authorizations (rights) defined for this account.   This feature released, an interface will be added directly on the Kameleoon application (My profile page) to obtain and manage your API credentials.   You will be able to renew your client_secret via the interface as well.",Released,,9564664,Technical / Infrastructure,Tribe Developer,🙂 Dev Tools Squad,2021-10-16,2022-03-31,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511314,feature,2021-09-21 08:50:55 UTC,2023-05-15 11:25:01 UTC,Internal BO Admin Redesign,# 💁‍♂️ Problem/Context ## **Description** Redesigning the BO admin to have better interfaces. ## Workaround NA ## **Project justification** **Project type** - Improvement to existing workflow **Justification** We need to keep our tools updated and that includes redesigning the BO Admin. # 💡 Solution **Package** NA **Scope** NA **User roles** NA **Design** NA # 🎯 **Measuring Success** NA <p></p> --- <p></p> # 📄 Attached documents **Redmine ticket**: <http://project.kameleoon.net:8082/issues/1071>,Released,(Releases) 4th week July 22 (rc109),10849936,Internal Product,Tribe Developer,🙂 Dev Tools Squad,2021-11-01,2023-05-10,,,,,,20,80,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,50,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Developer,
9511316,feature,2021-09-21 08:51:36 UTC,2022-02-22 07:07:28 UTC,Migrate Engine to Automation API,"",Released,,9564906,API,Tribe Developer,🙂 Dev Tools Squad,2021-11-01,2022-02-28,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515264,feature,2021-09-21 13:44:39 UTC,2021-10-22 09:27:08 UTC,Add boolean to activate / deactivate product tracking : Redmine #14174,"",Released,,9564664,Technical / Infrastructure,Tribe Developer,🙂 Dev Tools Squad,2021-10-01,2021-10-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564643,component,2021-09-22 15:19:48 UTC,2024-03-04 11:10:17 UTC,Data & RP,"",Rejected,,6783364,"Data, Common  & Infrastructure",Fabien DIMEGLIO,_⭐ Reporting Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564652,component,2021-09-22 15:20:07 UTC,2025-07-08 09:51:23 UTC,Common integrations,"",Rejected,,32146615,Integrations,Isabelle Ung,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564664,component,2021-09-22 15:20:51 UTC,2021-09-22 15:44:00 UTC,Technical / Infrastructure,"",Rejected,,6783364,"Data, Common  & Infrastructure",Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564700,component,2021-09-22 15:22:52 UTC,2021-10-08 14:55:08 UTC,Classic Personalization,"",Rejected,,6783363,AI-Driven Personalization,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564706,component,2021-09-22 15:23:05 UTC,2021-10-08 14:54:59 UTC,Audiences,"",Rejected,,6783363,AI-Driven Personalization,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564712,component,2021-09-22 15:23:33 UTC,2025-10-31 20:43:28 UTC,Product recommendation,"",Rejected,,33533125,Recommendations,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564716,component,2021-09-22 15:23:47 UTC,2021-10-08 14:54:59 UTC,IA,"",Rejected,,6783363,AI-Driven Personalization,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Data Analysts,
9564719,component,2021-09-22 15:23:52 UTC,2021-10-08 14:55:08 UTC,Autopromo Personalization,"",Rejected,,6783363,AI-Driven Personalization,Tribe Marketers,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564753,component,2021-09-22 15:25:20 UTC,2025-01-08 09:35:22 UTC,Widgets,"",Rejected,,30262601,Studio,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564755,component,2021-09-22 15:25:36 UTC,2021-10-08 14:54:59 UTC,Targeting,"",Rejected,,6783363,AI-Driven Personalization,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9564787,component,2021-09-22 15:27:54 UTC,2024-12-18 15:50:26 UTC,Graphic editor,"",Rejected,,6783323,Web Experimentation,Ivan Kulagin,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564793,component,2021-09-22 15:28:03 UTC,2021-10-26 15:50:46 UTC,Developer editor,<p></p>,Rejected,,6783323,Web Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564798,component,2021-09-22 15:28:23 UTC,2021-10-12 09:04:07 UTC,Common APP pages,"",Rejected,,6783323,Web Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564809,component,2021-09-22 15:29:32 UTC,2021-10-12 09:01:49 UTC,Simulation panel,"",Rejected,,6783323,Web Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564875,component,2021-09-22 15:33:41 UTC,2023-12-13 19:55:36 UTC,Feature Management & Experimentation (FM&E),<p></p> ,Rejected,,8692201,Feature Experimentation,Fabien DIMEGLIO,🙂 FF/SDK Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Developer,
9564877,component,2021-09-22 15:33:46 UTC,2023-11-10 17:10:45 UTC,SDKs,<p></p>,Rejected,,8692201,Feature Experimentation,Tribe Developer,🙂 FF/SDK Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564899,component,2021-09-22 15:34:47 UTC,2023-11-10 17:01:22 UTC,Specific developer tools,"",Rejected,,8692201,Feature Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564906,component,2021-09-22 15:35:01 UTC,2021-09-22 15:44:00 UTC,API,"",Rejected,,6783364,"Data, Common  & Infrastructure",Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564955,component,2021-09-22 15:38:04 UTC,2023-11-10 17:05:07 UTC,Other,"",Rejected,,8692201,Feature Experimentation,Fabien DIMEGLIO,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642573,subfeature,2021-09-28 08:26:58 UTC,2022-10-04 13:04:49 UTC,Export enhancements,"",Candidate,,10887350,Reporting page Update - Lot 1,Tribe Marketers,_⭐ Reporting Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9724086,feature,2021-10-04 14:10:26 UTC,2025-10-09 13:17:05 UTC,Advanced simulation options,<p></p>,New idea,,33349274,Simulation,Yassin Hassan,_⭐ Admin & Engine Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9724246,feature,2021-10-04 14:20:18 UTC,2023-01-06 18:06:52 UTC,Kameleoon Segments for nested targeting conditions,"Add a new targeting condition in the segment builder: ""Kameleoon segment"".  With this targeting condition, the users can add an already created segment as   a targeting condition in order to combine existing segments instead of creating a new one. <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p>",Released,(Releases) End september 22 - Feature Release,9564755,Targeting,Tribe Marketers,"Key Feature, 🙂 Perso Squad, seminar",2022-04-01,2022-12-20,,,,,,20,80,,,,,,,,,Completed,,,8,,,,,,,,,,,,,,,,,Squad Perso,,,8,,50,6.25,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9724384,feature,2021-10-04 14:25:48 UTC,2025-03-04 10:51:19 UTC,Custom selectors,"",Released,,9564787,Graphic editor,Tribe Marketers,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9724448,feature,2021-10-04 14:28:26 UTC,2022-09-01 20:20:05 UTC,Collective actions,"## 💁‍♂️ Problem/Context **Description:** As a BO user, I would like to make multiple selection of segments or goals, in order to apply actions to all elements at the same time <p></p> *Improve the “select all” behaviour available on our Goals & Segments pages. Currently, only the elements displayed in frontend are selected. The enhancement will enable to select all elements from backend / in database. Finally, users will save time by applying an action to multiple items at once.* <p></p> - **Existing workaround:** Yes - **Workaround Description:** You can select all elements displayed on the front (around 20), and repeat the action until all elements selected **Project justification:** - **Project type:** Requested capability (existing customers or prospects) - **Justification:** Critical request from 2021 in productboard > 2 requests/insights on multiple actions in the BO ## 💡 Solution - **Product package:** Full stack - **Product scope:** On the BO segment dashboard , On the BO goals dashboard - **User roles**: All - **Design:** Steps of the solution    - We can access on goal dashboard or segment dashboard   - On the right side of each element, there is a 3 dots button   - On click, we have access to a checkbox and several options   - We can do one of the actions, on all goals/segments selected (goal: activate, disable, manage tags, export, delete / segment: manage tags, export, delete)   - We can make the selection: individually, for several items, or for all items (not only in the front)   <p></p> ## 🎯 **Measuring Success** - **Goal 1:** satisfaction/ allows user to select all information as indicated on the actions “select all” - **Success metric:** Satisfaction of customers with this feature (work with consultants) --- ## 📄 Attached documents - **Figma file**: For ""Export"" : <https://www.figma.com/file/sQXW9zWhYZIjlml7vEOs4w/EP-1071-%2F-US-6850---Goals-page?node-id=2723%3A7652> For ""Delete"" : <https://www.figma.com/file/sQXW9zWhYZIjlml7vEOs4w/EP-1071-%2F-US-6850---Goals-page?node-id=2722%3A6695> For ""Manage tags"" : <https://www.figma.com/file/sQXW9zWhYZIjlml7vEOs4w/EP-1071-%2F-US-6850---Goals-page?node-id=2723%3A6340> - **Spec file**: None - **Redmine ticket**: <https://project.kameleoon.net/issues/15080> ",Released,(Releases) Mid July 22 - Collective actions (rc-86),13286445,Common APP,Tribe Marketers,🙂 Interface squad,2022-05-01,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9724680,subfeature,2021-10-04 14:38:43 UTC,2025-03-03 11:58:47 UTC,Goals - URL in click tracking,<p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p> <p></p>,New idea,,9973296,Goals - Enhancement of Goals dashboard export,Tribe Marketers,🙂 Interface squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Interfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9725391,feature,2021-10-04 15:16:14 UTC,2021-10-04 15:16:14 UTC,Delete a LocalData with an API function,"",New idea,,9564906,API,Tribe Marketers,"",,,,,,,,20,60,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9725443,feature,2021-10-04 15:19:43 UTC,2025-10-17 13:47:36 UTC,Media library,"Access to the image library of our graphic editor from the code editor, widget editor, personalization edition page\. Including several enhancements \(ex: images sizes, copyable links, \.svg usable on editor etc\) ",Released,,25771002,Media,Tribe Marketers,_⭐ Visual Builders Squad,2024-04-01,2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9742008,subfeature,2021-10-05 12:44:50 UTC,2025-03-03 11:58:47 UTC,"Goals - CSS selector field not visible in ""Edit goal"" pop-in","",New idea,,9973296,Goals - Enhancement of Goals dashboard export,Tribe Marketers,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9742311,feature,2021-10-05 12:59:14 UTC,2022-05-10 10:44:58 UTC,Collective actions - Filters - Select all option,"",New idea,,9564798,Common APP pages,Tribe Marketers,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9742360,subfeature,2021-10-05 13:00:54 UTC,2024-02-07 16:50:55 UTC,Clarify error messages linked to reporting tools,"",New idea,,9974159,Updated Personalization page,Mallaury Gruget,_⭐ Campaign Creation Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742470,feature,2021-10-05 13:07:21 UTC,2021-10-12 09:35:14 UTC,Improve targeting condition by Page url with regex,"On regex, we automatically add slashes (/) at the beginning and the end for the targeting. But users enter regularly a regex with it on the targeting condition generating double slash. <p></p> - Add a beginning and ending slack to this field not removable to signal that this will be added automatically.  - If a user pastes a regex here, remove the first and last slashes. ",Candidate,,9564755,Targeting,Tribe Marketers,"",,,,,,,,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Perso,,,,,50,50,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
9742502,feature,2021-10-05 13:08:43 UTC,2024-02-07 16:52:26 UTC,Timeline on Personalization results page,"As a user, I want to have the details of all the events that happened on the personalization, from the Result page",New idea,,9564700,Classic Personalization,Tribe Marketers,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
